Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year,,,,
540,"Pal, Y Gupta, A Shukla, A Kanade, S Shevade…",A framework for the extraction of deep neural networks by leveraging public data,28,2019, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1905.09165,7,,,,
40,"Koivu, M Sairanen, A Airola…",Synthetic minority oversampling of vital statistics data with generative adversarial networks,22,2020, academic.oup.com, Journal of the American …,https://academic.oup.com/jamia/article-abstract/27/11/1667/5901450,7,,,,
331,"Moore, N Hammerla, C Watkins",Explaining deep learning models with constrained adversarial examples,27,2019, Springer, Pacific Rim international conference on …,https://link.springer.com/chapter/10.1007/978-3-030-29908-8_4,7,,,,
314," Cheung, DY Yeung",Modals: Modality-agnostic automated data augmentation in the latent space,20,2020, openreview.net, International Conference on Learning …,https://openreview.net/forum?id=XjYgR6gbCEc,7,,,,
717,"Ganev, B Oprisanu…",Robin Hood and Matthew Effects: Differential Privacy Has Disparate Impact on Synthetic Data,7,2022, proceedings.mlr.press, … Conference on Machine …,https://proceedings.mlr.press/v162/ganev22a.html,7,,,,
472,"Chen, J Pan, K Jiang, Y Li, Y Huang…",Unpaired Deep Image Deraining Using Dual Contrastive Learning,7,2022, openaccess.thecvf.com, Proceedings of the …,https://openaccess.thecvf.com/content/CVPR2022/html/Chen_Unpaired_Deep_Image_Deraining_Using_Dual_Contrastive_Learning_CVPR_2022_paper.html,7,,,,
711," Bansal, DR Sharma, DM Kathuria",A systematic review on data scarcity problem in deep learning: solution and applications,7,2022, dl.acm.org, ACM Computing Surveys (CSUR …,https://dl.acm.org/doi/abs/10.1145/3502287,7,,,,
240,"Dharanya, ANJ Raj, VP Gopi",Facial Expression Recognition through person-wise regeneration of expressions using Auxiliary Classifier Generative Adversarial Network (AC-GAN) based …,11,2021, Elsevier, Journal of Visual Communication and …,https://www.sciencedirect.com/science/article/pii/S1047320321000675,6,,,,
242,"Ruan, B Gao, S Wu, WL Woo",DeftectNet: Joint loss structured deep adversarial network for thermography defect detecting system,17,2020, Elsevier, Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231220312637,6,,,,
215,"Tian, M Wang, F Yuan, N Dai, Y Sun…",Efficient computer-aided design of dental inlay restoration: a deep adversarial framework,12,2021, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9422832/,6,,,,
279,"Sha, OM Camburu, T Lukasiewicz",Learning from the Best: Rationalizing Predictions by Adversarial Information Calibration.,13,2021, aaai.org, AAAI,https://www.aaai.org/AAAI21Papers/AAAI-3507.ShaL.pdf,6,,,,
336,"Perera, M Abavisani, VM Patel",In2i: Unsupervised multi-image-to-image translation using generative adversarial networks,32,2018, ieeexplore.ieee.org, 2018 24th International …,https://ieeexplore.ieee.org/abstract/document/8545464/,6,,,,
304,"Long, B Wang, Z Yang, B Kailkhura…",G-PATE: Scalable Differentially Private Data Generator via Private Aggregation of Teacher Discriminators,11,2021, proceedings.neurips.cc, Advances in …,https://proceedings.neurips.cc/paper/2021/hash/171ae1bbb81475eb96287dd78565b38b-Abstract.html,6,,,,
410,"Qin, Y Wu, JT Springenberg…",Training generative adversarial networks by solving ordinary differential equations,19,2020, proceedings.neurips.cc, Advances in …,https://proceedings.neurips.cc/paper/2020/hash/3c8f9a173f749710d6377d3150cf90da-Abstract.html,6,,,,
21,"Nemirovsky, N Thiebaut, Y Xu, A Gupta",Countergan: generating realistic counterfactuals with residual generative adversarial nets,17,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2009.05199,6,,,,
596,"Li, J Zhang, Z Fang, B Huang, X Jiang, Y Gao…",Single image snow removal via composition generative adversarial networks,26,2019, ieeexplore.ieee.org, IEEE …,https://ieeexplore.ieee.org/abstract/document/8645630/,6,,,,
497," Verma, G White, S Julier, S Pasteris…",Approaches to address the data skew problem in federated learning,22,2019, spiedigitallibrary.org, … Learning for Multi …,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11006/110061I/Approaches-to-address-the-data-skew-problem-in-federated-learning/10.1117/12.2519621.short,6,,,,
133,"Li, Y Liu, Q Yan, K Zhang",Deep dehazing network with latent ensembling architecture and adversarial learning,17,2020, ieeexplore.ieee.org, IEEE Transactions on Image …,https://ieeexplore.ieee.org/abstract/document/9298479/,6,,,,
136,"Li, H Zhao, J Shi, Y Huang, J Xiong",An intelligent fuzzing data generation method based on deep adversarial learning,23,2019, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/8691434/,6,,,,
116,"Hashemi, A Fathi",Permuteattack: Counterfactual explanation of machine learning credit scorecards,17,2020, arxiv.org, arXiv preprint arXiv:2008.10138,https://arxiv.org/abs/2008.10138,6,,,,
139,"Eckerli, J Osterrieder",Generative Adversarial Networks in finance: an overview,12,2021, arxiv.org, arXiv preprint arXiv:2106.06364,https://arxiv.org/abs/2106.06364,6,,,,
598,"Parafita, J Vitrià",Explaining visual models by causal attribution,26,2019, ieeexplore.ieee.org, 2019 IEEE/CVF International Conference on …,https://ieeexplore.ieee.org/abstract/document/9022607/,6,,,,
702,"Jagatap, A Joshi, AB Chowdhury, S Garg…",Adversarially Robust Learning via Entropic Regularization,6,2022, frontiersin.org, Frontiers in artificial …,https://www.frontiersin.org/articles/10.3389/frai.2021.780843/full,6,,,,
41,"Kim, J Jeon, J Lee, J Hyeong, N Park",Oct-gan: Neural ode-based conditional tabular gans,13,2021, dl.acm.org, Proceedings of the Web …,https://dl.acm.org/doi/abs/10.1145/3442381.3449999,6,,,,
561,"Di, H Zhang, VM Patel",Polarimetric thermal to visible face verification via attribute preserved synthesis,30,2018, ieeexplore.ieee.org, 2018 IEEE 9th International …,https://ieeexplore.ieee.org/abstract/document/8698554/,6,,,,
42,"Waheed, M Anas, SU Hassan, NR Aljohani…",Balancing sequential data to predict students at-risk using adversarial networks,11,2021, Elsevier, Computers & Electrical …,https://www.sciencedirect.com/science/article/pii/S0045790621002573,6,,,,
518,Heaton,Applications of deep neural networks,18,2020, arxiv.org, arXiv preprint arXiv:2009.05673,https://arxiv.org/abs/2009.05673,6,,,,
881,"Ragonesi, R Volpi, J Cavazza…",Learning unbiased representations via mutual information backpropagation,12,2021, openaccess.thecvf.com, Proceedings of the …,https://openaccess.thecvf.com/content/CVPR2021W/LLID/html/Ragonesi_Learning_Unbiased_Representations_via_Mutual_Information_Backpropagation_CVPRW_2021_paper.html,6,,,,
870,"Neunhoeffer, ZS Wu, C Dwork",Private post-GAN boosting,18,2020, arxiv.org, arXiv preprint arXiv:2007.11934,https://arxiv.org/abs/2007.11934,6,,,,
778,"Luo, CY Wei, CW Lee",Policy optimization in adversarial mdps: Improved exploration via dilated bonuses,11,2021, proceedings.neurips.cc, Advances in Neural Information …,https://proceedings.neurips.cc/paper/2021/hash/c1b8bf9e071c0dabb899e7a27f353762-Abstract.html,6,,,,
478," Almustafa, ML Nehdi",Machine learning prediction of structural response for FRP retrofitted RC slabs subjected to blast loading,13,2021, Elsevier, Engineering Structures,https://www.sciencedirect.com/science/article/pii/S0141029621009020,6,,,,
477,"Wang, H Zhang, VM Patel",Generative adversarial network-based restoration of speckled SAR images,38,2017, ieeexplore.ieee.org, 2017 IEEE 7th international …,https://ieeexplore.ieee.org/abstract/document/8313133/,6,,,,
860,"Wang, C Roberts, G Vidal, S Leichenauer",Anomaly detection with tensor networks,19,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2006.02516,6,,,,
435,"Zhu, K Mei, T Peng, Y Luo, J Liu, Y Wang, M Jin",Multi-level colonoscopy malignant tissue detection with adversarial CAC-UNet,11,2021, Elsevier, Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231221001089,6,,,,
949,"Govind, KY Jen, K Matsukuma, G Gao, KA Olson…",Improving the accuracy of gastrointestinal neuroendocrine tumor grading with deep learning,17,2020, nature.com, Scientific reports,https://www.nature.com/articles/s41598-020-67880-z,6,,,,
424,"Qi, Y Wang, A Li, J Luo",STC-GAN: Spatio-temporally coupled generative adversarial networks for predictive scene parsing,18,2020, ieeexplore.ieee.org, IEEE Transactions on Image …,https://ieeexplore.ieee.org/abstract/document/9052709/,6,,,,
846,"S Kumar, DO Brien, K Albert, S Viljöen…",Failure modes in machine learning systems,23,2019, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1911.11034,6,,,,
632,"Yedla, FD Kakhki, A Jannesari",Predictive modeling for occupational safety outcomes and days away from work analysis in mining operations,18,2020, mdpi.com, International journal of environmental …,https://www.mdpi.com/840526,6,,,,
302," Mustapha, S Hasan, H Nabus…",Conditional deep convolutional generative adversarial networks for isolated handwritten arabic character generation,5,2022, Springer, Arabian Journal for …,https://link.springer.com/article/10.1007/s13369-021-05796-0,5,,,,
779,"Lat, CV Jawahar",Enhancing OCR accuracy with super resolution,23,2018, ieeexplore.ieee.org, 2018 24th International Conference on …,https://ieeexplore.ieee.org/abstract/document/8545609/,5,,,,
847," Novikov, ME Panov…",Tensor-train density estimation,10,2021, proceedings.mlr.press, Uncertainty in Artificial …,https://proceedings.mlr.press/v161/novikov21a.html,5,,,,
797,"Pambala, T Dutta, S Biswas",Generative model with semantic embedding and integrated classifier for generalized zero-shot learning,15,2020, openaccess.thecvf.com, Proceedings of the IEEE …,http://openaccess.thecvf.com/content_WACV_2020/html/Pambala_Generative_Model_with_Semantic_Embedding_and_Integrated_Classifier_for_Generalized_WACV_2020_paper.html,5,,,,
414,"Kumar, A Singh",Nutcracker at wnut-2020 task 2: Robustly identifying informative covid-19 tweets using ensembling and adversarial training,15,2020, arxiv.org, arXiv preprint arXiv:2010.04335,https://arxiv.org/abs/2010.04335,5,,,,
605,"Jegorova, C Kaul, C Mayor, AQ O'Neil, A Weir…",Survey: Leakage and privacy at inference time,10,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2107.01614,5,,,,
415,"Sharma, P Jain, A Sur",Scale-aware conditional generative adversarial network for image dehazing,14,2020, openaccess.thecvf.com, Proceedings of the IEEE/CVF …,http://openaccess.thecvf.com/content_WACV_2020/html/Sharma_Scale-aware_Conditional_Generative_Adversarial_Network_for_Image_Dehazing_WACV_2020_paper.html,5,,,,
319,"Osuala, K Kushibar, L Garrucho, A Linardos…","A review of generative adversarial networks in cancer imaging: new applications, new solutions",10,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2107.09543,5,,,,
840,Domingue,On the adversarial robustness of causal algorithmic recourse,5,2022, proceedings.mlr.press, … on Machine Learning,https://proceedings.mlr.press/v162/dominguez-olmedo22a.html,5,,,,
513," Pereira, MS Santos, PP Rodrigues…","Reviewing autoencoders for missing data imputation: Technical trends, applications and outcomes",16,2020, jair.org, Journal of Artificial …,https://www.jair.org/index.php/jair/article/view/12312,5,,,,
343,"Toutouh, E Hemberg, UM O'Reilly",Data dieting in GAN training,16,2020, Springer, Deep Neural Evolution,https://link.springer.com/chapter/10.1007/978-981-15-3685-4_14,5,,,,
935,"Prajapati, V Chudasama, H Patel…",Channel split convolutional neural network (ChaSNet) for thermal image super-resolution,10,2021, openaccess.thecvf.com, Proceedings of the …,https://openaccess.thecvf.com/content/CVPR2021W/PBVS/html/Prajapati_Channel_Split_Convolutional_Neural_Network_ChaSNet_for_Thermal_Image_Super-Resolution_CVPRW_2021_paper.html,5,,,,
462,"Liu, P Sun, J Zhang, S Wu, Z Yu…",Similarity-aware and variational deep adversarial learning for robust facial age estimation,14,2020, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/8970569/,5,,,,
458,"Saralajew, L Holdijk…",Fast adversarial robustness certification of nearest prototype classifiers for arbitrary seminorms,15,2020, proceedings.neurips.cc, Advances in Neural …,https://proceedings.neurips.cc/paper/2020/hash/9da187a7a191431db943a9a5a6fec6f4-Abstract.html,5,,,,
392,"Quan, J Zhou, Y Zhu, Y Chen, S Wang…",Homotopic gradients of generative density priors for MR image reconstruction,10,2021, ieeexplore.ieee.org, … on Medical Imaging,https://ieeexplore.ieee.org/abstract/document/9435335/,5,,,,
401,"Suwannalai, C Polprasert",Network intrusion detection systems using adversarial reinforcement learning with deep Q-network,15,2020, ieeexplore.ieee.org, 2020 18th International …,https://ieeexplore.ieee.org/abstract/document/9289884/,5,,,,
421,"Uther, M Veloso",Adversarial reinforcement learning,137,1997, cin.ufpe.br,,https://www.cin.ufpe.br/~cavmj/CMU-CS-03-107.pdf,5,,,,
671,"Paul, A Hadzic, N Joshi, F Alajaji, P Burlina",Tara: Training and representation alteration for ai fairness and domain generalization,5,2022, direct.mit.edu, Neural Computation,https://direct.mit.edu/neco/article-abstract/34/3/716/109060,5,,,,
980,"McCormack, A Lomas",Understanding aesthetic evaluation using deep learning,16,2020, Springer, … on Computational Intelligence in Music  Sound …,https://link.springer.com/chapter/10.1007/978-3-030-43859-3_9,5,,,,
27,"Moon, S Jung, S Park, E Hwang",Conditional tabular GAN-based two-stage data generation scheme for short-term load forecasting,15,2020, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9253644/,5,,,,
204,"Ding, Y Wang, Y Yan, Z Liang, Z Mi, X Fu",Jointly adversarial network to wavelength compensation and dehazing of underwater images,19,2019, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1907.05595,5,,,,
95," Neves, J Alves, MG Naik, AJ Proença…",From Missing Data Imputation to Data Generation,5,2022, Elsevier, Journal of Computational …,https://www.sciencedirect.com/science/article/pii/S1877750322000618,5,,,,
55,"Kang, Y He, J Luo, T Fan, Y Liu…",Privacy-preserving Federated Adversarial Domain Adaptation over Feature Groups for Interpretability,5,2022, ieeexplore.ieee.org, … on Big Data,https://ieeexplore.ieee.org/abstract/document/9826576/,5,,,,
148,"Lu, D Chen, E Olaniyi, Y Huang",Generative adversarial networks (GANs) for image augmentation in agriculture: A systematic review,5,2022, Elsevier, Computers and Electronics in …,https://www.sciencedirect.com/science/article/pii/S0168169922005233,5,,,,
165," Chen, LJ Chen, CM Yu…",Perceptual Indistinguishability-Net (PI-Net): Facial image obfuscation with manipulable semantics,10,2021, openaccess.thecvf.com, Proceedings of the IEEE …,http://openaccess.thecvf.com/content/CVPR2021/html/Chen_Perceptual_Indistinguishability-Net_PI-Net_Facial_Image_Obfuscation_With_Manipulable_Semantics_CVPR_2021_paper.html,5,,,,
163,"Rosenblatt, X Liu, S Pouyanfar, E de Leon…",Differentially private synthetic data: Applied evaluations and enhancements,16,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2011.05537,5,,,,
220,"Quintana, S Schiavon, KW Tham…","Balancing thermal comfort datasets: We GAN, but should we?",16,2020, dl.acm.org, Proceedings of the 7th …,https://dl.acm.org/doi/abs/10.1145/3408308.3427612,5,,,,
656,"Yang, SS Alva, J Chen, X Hu",Model-based counterfactual synthesizer for interpretation,7,2021, dl.acm.org, … on Knowledge Discovery & Data Mining,https://dl.acm.org/doi/abs/10.1145/3447548.3467333,4,,,,
918," Rammy, W Abbas, NU Hassan, A Raza…",CPGAN: Conditional patch‐based generative adversarial network for retinal vesselsegmentation,11,2020, Wiley Online Library, IET Image …,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-ipr.2019.1007,4,,,,
114,"Tang, B Fan, G Xu, L Xiao, S Tian, S Luo…",A new tool for searching sweet spots by using gradient boosting decision trees and generative adversarial networks,12,2020, onepetro.org, International Petroleum …,https://onepetro.org/IPTCONF/proceedings-abstract/20IPTC/3-20IPTC/D033S098R001/154637,4,,,,
153,"Hong, X Li, Y Pan, I Tsang",Domain-adversarial network alignment,12,2020, ieeexplore.ieee.org, … on Knowledge and Data …,https://ieeexplore.ieee.org/abstract/document/9195006/,4,,,,
292,"Behera, R Misra",Generative adversarial networks based remaining useful life estimation for IIoT,7,2021, Elsevier, Computers & Electrical Engineering,https://www.sciencedirect.com/science/article/pii/S0045790621001932,4,,,,
294,"Lotfollahi, M Naghipourfar, FJ Theis…",Conditional out-of-sample generation for unpaired data using trVAE,16,2019, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1910.01791,4,,,,
951,"Huang, H Zhang, H Li, S Wu",Recovering compressed images for automatic crack segmentation using generative models,9,2021, Elsevier, Mechanical Systems and Signal …,https://www.sciencedirect.com/science/article/pii/S0888327020304477,4,,,,
641,"Fakoor, P Chaudhari, J Mueller, AJ Smola",Trade: Transformers for density estimation,12,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2004.02441,4,,,,
740,"Gao, Y Dai, Y Li, K Liu, K Chen…",Multiview Wasserstein generative adversarial network for imbalanced pearl classification,4,2022, iopscience.iop.org, … Science and Technology,https://iopscience.iop.org/article/10.1088/1361-6501/ac6224/meta,4,,,,
587,"Zhang, L Xing, J Zou, JC Wu",Shifting machine learning for healthcare from development to deployment and from models to data,4,2022, nature.com, Nature Biomedical Engineering,https://www.nature.com/articles/s41551-022-00898-y,4,,,,
871,"Qian, A Mohamed, C Claudel",Physics informed data driven model for flood prediction: Application of deep learning in prediction of urban flood development,16,2019, arxiv.org, arXiv preprint arXiv:1908.10312,https://arxiv.org/abs/1908.10312,4,,,,
805,"Hassan, Y Wang, W Pang, D Wang, D Li…",GUV-Net for high fidelity shoeprint generation,4,2022, Springer, Complex & Intelligent …,https://link.springer.com/article/10.1007/s40747-021-00558-9,4,,,,
368,"R Veeravasarapu, C Rothkopf…",Adversarially tuned scene generation,24,2017, openaccess.thecvf.com, Proceedings of the …,http://openaccess.thecvf.com/content_cvpr_2017/html/Veeravasarapu_Adversarially_Tuned_Scene_CVPR_2017_paper.html,4,,,query: ,"(gan OR adversarial OR (generative and adversarial and net*)) AND (""tabular data"" OR ""table data"")"
856,"Park, H Park",Combined oversampling and undersampling method based on slow-start algorithm for imbalanced network traffic,8,2021, Springer, Computing,https://link.springer.com/article/10.1007/s00607-020-00854-1,4,,,nresults:,1000 (2400)
492,"Elliott, S Law, C Russell",Explaining classifiers using adversarial perturbations on the perceptual ball,8,2021, openaccess.thecvf.com, … of the IEEE/CVF Conference on …,http://openaccess.thecvf.com/content/CVPR2021/html/Elliott_Explaining_Classifiers_Using_Adversarial_Perturbations_on_the_Perceptual_Ball_CVPR_2021_paper.html,4,,,,
25,"Mathov, E Levy, Z Katzir, A Shabtai…",Not all datasets are born equal: On heterogeneous tabular data and adversarial examples,4,2022, Elsevier,Based Systems,https://www.sciencedirect.com/science/article/pii/S0950705122001435,4,,,,
461,"Yahya, M Hassan, S Younis, M Shafique",Probabilistic analysis of targeted attacks using transform-domain adversarial examples,11,2020, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9000814/,4,,,,
54,"Vitorino, N Oliveira, I Praça",Adaptative Perturbation Patterns: Realistic Adversarial Learning for Robust Intrusion Detection,4,2022, mdpi.com, Future Internet,https://www.mdpi.com/1563842,4,,,,
905,"Shi, J Mueller, N Erickson, M Li, AJ Smola",Benchmarking multimodal automl for tabular data with text fields,9,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2111.02705,4,,,,
16," Cote, B Hartman, O Mercier, J Meyers…",Synthesizing property & casualty ratemaking datasets using generative adversarial networks,11,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2008.06110,4,,,,
225,"Rashidian, F Wang, R Moffitt, V Garcia, A Dutt…",SMOOTH-GAN: towards sharp and smooth synthetic EHR data generation,12,2020, Springer, … Conference on Artificial …,https://link.springer.com/chapter/10.1007/978-3-030-59137-3_4,4,,,,
349,"Liu, H Xue",Adversarial Spectral Kernel Matching for Unsupervised Time Series Domain Adaptation.,7,2021, ijcai.org, IJCAI,https://www.ijcai.org/proceedings/2021/0378.pdf,4,,,,
484,"Wang, J Li, G Song",Dtdn: Dual-task de-raining network,16,2019, dl.acm.org, Proceedings of the 27th ACM international …,https://dl.acm.org/doi/abs/10.1145/3343031.3350945,4,,,,
657,"Yang, F Liu, J Yao, S Iglauer, M Sajjadi…",Multi-scale reconstruction of porous media from low-resolution core images using conditional generative adversarial networks,4,2022, Elsevier, Journal of Natural Gas …,https://www.sciencedirect.com/science/article/pii/S1875510022000051,4,,,,
668,"Li, L Gao, Z Tang, Q Yan…",A GAN-based feature generator for table detection,14,2019, ieeexplore.ieee.org, … Conference on Document …,https://ieeexplore.ieee.org/abstract/document/8978037/,4,,,,
52,"Grari, B Ruf, S Lamprier, M Detyniecki",Achieving fairness with decision trees: An adversarial approach,11,2020, Springer, Data Science and Engineering,https://link.springer.com/article/10.1007/s41019-020-00124-2,4,,,,
30,"Grari, B Ruf, S Lamprier…",Fair adversarial gradient tree boosting,17,2019, ieeexplore.ieee.org, … Conference on Data …,https://ieeexplore.ieee.org/abstract/document/8970941/,4,,,,
71,"Zhao, R Birke, A Kunar, LY Chen",Fed-TGAN: Federated learning framework for synthesizing tabular data,7,2021, arxiv.org, arXiv preprint arXiv:2108.07927,https://arxiv.org/abs/2108.07927,4,,,,
480, LaFree,Adversarial and nonadversarial justice: A comparison of guilty pleas and trials,153,1985, Wiley Online Library, Criminology,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1745-9125.1985.tb00338.x,4,,,,
879,Dan,Adversarial attacks on probabilistic autoregressive forecasting models,13,2020, proceedings.mlr.press, … on Machine Learning,https://proceedings.mlr.press/v119/dang-nhu20a.html,4,,,,
532," Ukwuoma, MBB Heyat, M Masadeh…",Image inpainting and classification agent training based on reinforcement learning and generative models with attention mechanism,7,2021, ieeexplore.ieee.org, 2021 International …,https://ieeexplore.ieee.org/abstract/document/9664950/,4,,,,
818,"Beigi, H Liu",""" Identifying novel privacy issues of online users on social media platforms"" by Ghazaleh Beigi and Huan Liu with Martin Vesely as coordinator",14,2019, dl.acm.org, ACM SIGWEB Newsletter,https://dl.acm.org/doi/abs/10.1145/3293874.3293878,4,,,,
403,"Bellinger, R Corizzo, N Japkowicz",Calibrated resampling for imbalanced and long-tails in deep learning,8,2021, Springer, International Conference on …,https://link.springer.com/chapter/10.1007/978-3-030-88942-5_19,4,,,,
972,VJ,Deep Learning Algorithm for COVID-19 Classification Using Chest X-Ray Images,7,2021, hindawi.com, Computational and Mathematical Methods in Medicine,https://www.hindawi.com/journals/cmmm/2021/9269173/,4,,,,
244,"Sharmanska, LA Hendricks, T Darrell…",Contrastive examples for addressing the tyranny of the majority,12,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2004.06524,4,,,,
521," Laino, P Cancian, LS Politi, MG Della Porta…",Generative Adversarial Networks in Brain Imaging: A Narrative Review,4,2022, mdpi.com, Journal of …,https://www.mdpi.com/2313-433X/8/4/83,4,,,,
399,"S Kandarpa, A Bousse, D Benoit…",DUG-RECON: a framework for direct image reconstruction using convolutional generative networks,13,2020, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9235522/,4,,,,
113,"Sabuhi, M Zhou, CP Bezemer, P Musilek",Applications of Generative Adversarial Networks in Anomaly Detection: A Systematic Literature Review,8,2021, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9631286/,4,,,,
621,"Wang, F Wu, Y Long, L Rimanic, C Zhang…",Datalens: Scalable privacy preserving training via gradient compression and aggregation,8,2021, dl.acm.org, Proceedings of the 2021 …,https://dl.acm.org/doi/abs/10.1145/3460120.3484579,4,,,,
516,"Talreja, F Taherkhani, MC Valenti…",Attribute-guided coupled gan for cross-resolution face recognition,18,2019, ieeexplore.ieee.org, 2019 IEEE 10th …,https://ieeexplore.ieee.org/abstract/document/9186009/,4,,,,
974,"van den Burg, C Williams",On memorization in probabilistic deep generative models,7,2021, proceedings.neurips.cc, Advances in Neural …,https://proceedings.neurips.cc/paper/2021/hash/eae15aabaa768ae4a5993a8a4f4fa6e4-Abstract.html,4,,,,
168,"Skandarani, A Lalande, J Afilalo…",Generative adversarial networks in cardiology,7,2021, Elsevier, Canadian Journal of …,https://www.sciencedirect.com/science/article/pii/S0828282X21008606,4,,,,
97," Ngwenduna, R Mbuvha",Alleviating class imbalance in actuarial applications using generative adversarial networks,7,2021, mdpi.com, Risks,https://www.mdpi.com/1026066,4,,,,
138,"Nußberger, F Boesel, S Lenz, H Binder…",Synthetic observations from deep generative models and binary omics data with limited sample size,9,2021, academic.oup.com, Briefings in …,https://academic.oup.com/bib/article-abstract/22/4/bbaa226/5917048,4,,,,
604," Gorti, J Ma",Text-to-image-to-text translation using cycle consistent adversarial networks,20,2018, arxiv.org, arXiv preprint arXiv:1808.04538,https://arxiv.org/abs/1808.04538,4,,,,
45,"Hughes, S Bothe, H Farooq…",Generative adversarial learning for machine learning empowered self organizing 5G networks,18,2019, ieeexplore.ieee.org, … conference on computing …,https://ieeexplore.ieee.org/abstract/document/8685527/,4,,,,
276,"Yang, N Liu, M Du, X Hu",Generative counterfactuals for neural networks via attribute-informed perturbation,7,2021, dl.acm.org, ACM SIGKDD Explorations Newsletter,https://dl.acm.org/doi/abs/10.1145/3468507.3468517,4,,,,
201,"Balasubramanian, V Sowmya…",Analysis of adversarial based augmentation for diabetic retinopathy disease grading,11,2020, ieeexplore.ieee.org, 2020 11th …,https://ieeexplore.ieee.org/abstract/document/9225684/,4,,,,
418,"Liu, M Du, R Guo, H Liu, X Hu",Adversarial attacks and defenses: An interpretation perspective,8,2021, dl.acm.org, ACM SIGKDD Explorations Newsletter,https://dl.acm.org/doi/abs/10.1145/3468507.3468519,4,,,,
630,"Shenkar, L Wolf",Anomaly detection for tabular data with internal contrastive learning,8,2021, openreview.net, International Conference on Learning …,https://openreview.net/forum?id=_hszZbt46bT,4,,,,
203,"Tao, R McKenna, M Hay, A Machanavajjhala…",Benchmarking differentially private synthetic data generation algorithms,9,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2112.09238,4,,,,
155,"Zhao, A Kunar, R Birke, LY Chen",CTAB-GAN+: Enhancing Tabular Data Synthesis,4,2022, arxiv.org, arXiv preprint arXiv:2204.00401,https://arxiv.org/abs/2204.00401,4,,,,
724,"Zhou, Y Chen, C Shen, Y Zhang",Property Inference Attacks Against GANs,7,2021, arxiv.org, arXiv preprint arXiv:2111.07608,https://arxiv.org/abs/2111.07608,4,,,,
777," Mekala, GE Magnusson, A Porter…",Metamorphic detection of adversarial examples in deep learning models with affine transformations,15,2019, ieeexplore.ieee.org, 2019 IEEE/ACM 4th …,https://ieeexplore.ieee.org/abstract/document/8785595/,4,,,,
66,"Sveinsson, AS Chaudhari, B Zhu…",Synthesizing quantitative T2 maps in right lateral knee femoral condyles from multicontrast anatomic data with a conditional generative adversarial network,8,2021, ncbi.nlm.nih.gov, Radiology: Artificial …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8489449/,4,,,,
156,"Wang, D Li, X Li, M Yang",PC-GAIN: Pseudo-label conditional generative adversarial imputation networks for incomplete data,7,2021, Elsevier, Neural Networks,https://www.sciencedirect.com/science/article/pii/S089360802100229X,4,,,,
6,"Mathov, E Levy, Z Katzir, A Shabtai…",Not all datasets are born equal: On heterogeneous data and adversarial examples,13,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2010.03180,4,,,,
737,"Mishra, S Dutta, J Long, D Magazzeni",A survey on the robustness of feature importance and counterfactual explanations,9,2021, arxiv.org, arXiv preprint arXiv:2111.00358,https://arxiv.org/abs/2111.00358,4,,,,
209,"Kachuee, K Karkkainen, O Goldstein…",Generative imputation and stochastic prediction,11,2020, ieeexplore.ieee.org, … on Pattern Analysis …,https://ieeexplore.ieee.org/abstract/document/9187694/,4,,,,
411,"Appan K, J Sivaswamy",Retinal image synthesis for CAD development,17,2018, Springer, International Conference Image Analysis and …,https://link.springer.com/chapter/10.1007/978-3-319-93000-8_70,3,,,,
